name_tejary,mavared_masraf,avarez_janebi,amozesh,tavajohat
Alcopar,آلودگی کرم آسکاریس کرم قلابدار نکاتور آمریکانوس ,اسهال استفراغ سر درد, معده خال مصرف ساعت مصرف دارو غذا مصرف شد#شو ,بیشترین کاربرد دارو کرم آسکاریس 
Actonorm,ضایعات چشم چسبندگی التهاب کپسول عنبیه درمان آب سیاه چشم گشاد مردمک, صورت جذب سیستمیک توانست#توان عارضه مسن نارسایی کلیه کبد احتباط مصرف خشکی دهان سر درد استفراغ جزء عوارض جذب عموم میباشد ,دارو تار دید حساسیت نور , جلوگیری تشدید فشار داخل چشم استفاده قطره فشار کره چشم اندازه 
Atropin, کاشت#کار قلب برادیکاری بلوک قلب مهار رفلکس واگ تحریک ناحیه گلو استفراغ ,خشکی دهان تشنگی یبوست احتباس ادرار سر درد تپش قلب, صورت علائم خشکی دهان غر غره آب مصرف آدامس مفید ,علائم حیاتی ضرب قلب فشار خون کنترل سالمند میزان کمتر تجویز 
Amicar,خونریزی شدید حاد هیپر فیبرینولیزیس افزایش کاهش پلاکت خون درمان مسمومیت استرپتوکیناز اوروکیناز,تشنج سرگیجه ضعف درد عضلانی درد شکم نارسایی کلیه, صورت کاهش حجم ادرار پزشک اطلاع داد#ده کاهش فشار خون بیمار آموزش داد#ده وضعیت خوابیده صورت ناگهانی سر پا ایستاد#ایست ,محل تزریق دقیقه فشار داد#ده محل تزریق نشت کرد#کن 
Anexate,درمان مسمومیت بنزودیازپین ها ضد دیازپام آنسفالوپاتی کبد مفید ,تهوع استفراغ سردرد سرگیجه تشنج نظم ریتم قلب لرزش دست پا خواب آلودگی اختلال بینایی خستگی ضایعات پوست, دریافت دارو رانندگی اجتناب مصرف دارو های اعصاب روان الکل فلومازنیل خوددار ,"بیمار بایست عملکرد کبد بررسی محل تزریق درد ناک زمان مصرف تشنج رخ دهد, امکانات آماده نمایید "
Larodopa,,راش جلد تار دید خشکی دهان مشکلات کبد کلیوی تپش قلب خون کاهش فشار خون,احساس سرخوشی نشانه درمان بهبود دارو اطلاع پزشک قطع کرد#کن ,تست های کبد کلیوی ضروری توصیه دارو غذا میل 3 هفته علائم بهبود ظاهر احتمال رفتار عصبانیت مصرف دارو هست روانپزشک مشورت 
Betaserc,حملات سر گیجه بیمار منییر حملات سرگیجه توام ,سر درد ضایعات جلد تهوع استفراغ, دارو غذا لیوان آب مصرف , آسم زخم معده احتیاط مصرف 
Cordaron," نظم ریتم قلب آریتمی بطن بطن, فیبریلاسیون فلوتر دهلیز", نظم ریتم قلب آسیب کبد عارضه ریوی نورپاتی محیط سردرد حساسیت نور اختلال بینایی, بیمار آموزش داد#ده نبض روزانه اندازه گرفت#گیر 4 ماه قطع دارو معرض نور قرار تست ریوی چشم مصرف ضروری , علائم گوارش ابتدا درمان هشدار داد#ده مصرف ورید انفوزیون اندازه فشار خون بیمار مد قرار 
Fluorests,تشخیص آب سطح قرینیه اجسام خارج قرینیه ملتحمه عوارض آلودگی ویروس تب خال اندازه تخلیه وضعیت اشک چشم جاگذاری لنز های سخت تماس, رنگ ظاهر چشم, خاص , نوار سرید#سر فیزیولوژی مرطوب حس اولیه چشم توسط قطره چشم محل قرار ارزیاب 
Apresoline,فشار خون نارسایی احتقانی قلب نارسایی شدید دریچه آئورت قلب,تهوع استفراغ سردرد درد عضلانی کهیر خارش اشکال تنفس اختلالات خون درد مفاصل,قرص غذا میل کاهش فشار خون بیمار حالت دراز کش ناگهانی ایستاد#ایست , صورت کاهش فشار خون شدید سردی اندام ها مسمومیت دارویی بود#باش ورید آهستگی تزریق 
Depomedrol, عنوان دارو ضد التهاب رماتیسم نفر لوپسی حساسیت های شدید, خوابید#خواب آتروفی لاغرید#لاغر موضع پوست,قطع ناگهانی دارو توانست#توان خطرناک ,تزریق عضلانی استات عمیق استات مشکلات حاد مفید 
Fluonex,"التهاب خفیف پوستی, ضایعات خارش پوست",عارضه خاص ,بتامتازون خوراک همراه غذا شیر استفاده ,قطع دارو استروئیدی تدریج هفته صورت 
Celestone,التهاب شدید مهار سیستم ایمن نارسایی کورتکس آدرنال,سردرد افزایش اشتها ضعف افزایش وزن پرمو صورت خوابید#خواب قرار,بتامتازون خوراک همراه غذا شیر استفاده ,قطع دارو استروئیدی تدریج هفته صورت 
Vancocin,"عفونت های متوسط هوازی گازگانگرن عفونت استخوان عفونت پوست روده ای, عفونت ریوی پرده مغز","عوارض شنوایی کلیوی, تهوع کاهش فشار خون اختلالات خون درد محل تزریق, تشنج",سابقه حساسیت دارویی پزشک گفت#گوی علائم سرگیجه وز وز گوش اطلاع پزشک رساند#رسان , نارسایی کلیه میزان کاهش انفوزیون ورید ساعت کشید#کش شکل عضلانی تزریق 
Adriblastina,سرطان های خون AML ALL نووربلاستوم سارکوم استخوان سرطان های پستان تخمدان مثانه تیروئید سرطان معده,نارسایی قلب تورم محل عمل تهوع ریزش مو خون,بیمار انجام های خون پزشک همکار ریزش مو بیمار برگ پذیر تهوع استفراغ تحمل بیمار مایعات روز نوشید#نوش ,مصرف دارو شکل عضلانی جلد ممنوع دارو توانست#توان عوارض شدید قلب 
Lanoxine,نارسایی قلب نظم های ریتم قلب سوپراونتریکولار ,عوارض گوارش بینایی ترس نور هذیان جزء عوارض شدید دارویی , دستور پزشک توجه بیمار سبزی سیب زمین استفاده ,غذا اثر میزان جذب دارو صورت کاهش ضرب قلب برادیکاری تزریق متوقف مسمومیت دارویی 1 2 روز هفته مصرف دارو حذف مثلا 2 شنبه جمعه 
Enantone, درمان سرطان های پروستات,"تهوع استفراغ, آریتمی قلب انفارکتوس سکته قلبی, تنگ نفس عوارض کبد درد استخوان عوارض پوست یبوست",گر گرفتگی جزء عوارض شایع صورت فراموش مرحله مصرف زن خونریزی رحم رخ ,"بررسی اندازه سطح سرمی پروژسترون LH, پرولاکتین تستوسترون, استرادیون HcG, FSH ضروری ارز یافت#یاب پاسخ درمان پیلوگرام یاس تی اسکن ضایعات پرستات "
Pregny1, موارد ناباروری نازا زن مرد کاهش هورمون درمان بیضه های نزول کرد#کن ,کیست تخمدان شوک درد محل تزریق افسردگی قرار پستان مرد تشکیل لخته عروق درد ناگهانی شکم,دارو دلیل گران حساس دستور استفاده صورت عوارض جانبی پزشک تماس گرفت#گیر , دارو مرد افزایش پرخاشگر بزرگ بیضه ها 
Baricon,رادوگرافی معده روده مری,"یبوست صورت سوراخ دستگاه گوارش عفونت شکمی, اسهال آپاندیس", همراه دارو آب فراوان مصرف یبوست ایجاد ,شب اقدام تشخیص بیمار دارو اسها آور ملین تجویز شیاف بیزاکودیل داد#ده 
Erythrocin,عفونت دستگاه تنفس گلو گوش عفونت ریوی سیاه سرفه عفونت های لگن اورتریت گونوکوکی تب رماتیسم,تهوع استفراغ اشهال مشکلات شنوایی کهیر مشکلات قلب کبد, کاهش عوارض گوارش دارو غذا میل عوارض کبد دارو هفته ظاهر همراه آب میوه استفاده , حساسیت گروه پنی سیلین ها اریترومایسین جایگزین مناسب 
